Session_ID_128,temporal_behavior,network_selection,address_selection
25373,periodic,inconsistent,unknown
10648,periodic,inconsistent,unknown
36664,periodic,inconsistent,unknown
31437,intermittent,inconsistent,unknown
46303,intermittent,inconsistent,unknown
4193,periodic,inconsistent,unknown
54960,periodic,inconsistent,unknown
13745,intermittent,inconsistent,unknown
9583,periodic,inconsistent,unknown
20848,periodic,inconsistent,unknown
84324,one-off,single prefix,structured
17529,intermittent,single prefix,structured
59418,periodic,inconsistent,unknown
26498,periodic,inconsistent,unknown
1948,intermittent,inconsistent,unknown
55911,periodic,inconsistent,unknown
12814,periodic,inconsistent,unknown
34400,periodic,inconsistent,unknown
57168,periodic,inconsistent,unknown
62614,periodic,inconsistent,unknown
36665,periodic,inconsistent,unknown
6764,periodic,inconsistent,unknown
10649,periodic,inconsistent,unknown
28173,intermittent,inconsistent,unknown
60936,periodic,inconsistent,unknown
11777,periodic,inconsistent,unknown
47420,periodic,inconsistent,unknown
49388,periodic,inconsistent,unknown
32567,periodic,independent,unknown
62025,one-off,single prefix,structured
25374,periodic,inconsistent,unknown
49767,periodic,independent,unknown
48410,periodic,inconsistent,unknown
46304,intermittent,inconsistent,unknown
15605,periodic,inconsistent,unknown
53812,periodic,independent,unknown
17716,periodic,inconsistent,unknown
11778,periodic,inconsistent,unknown
91597,intermittent,single prefix,structured
35424,periodic,independent,unknown
62615,periodic,inconsistent,unknown
10650,periodic,inconsistent,unknown
54961,periodic,inconsistent,unknown
18737,one-off,single prefix,structured
24400,periodic,inconsistent,unknown
57169,periodic,inconsistent,unknown
52447,periodic,inconsistent,unknown
167,periodic,independent,unknown
4194,periodic,inconsistent,unknown
49389,periodic,inconsistent,unknown
7794,periodic,inconsistent,unknown
20849,periodic,inconsistent,unknown
71525,periodic,independent,unknown
35425,periodic,independent,unknown
84188,periodic,single prefix,structured
32568,periodic,independent,unknown
19658,periodic,independent,unknown
16518,periodic,inconsistent,unknown
69070,periodic,independent,unknown
76670,periodic,independent,unknown
10651,periodic,inconsistent,unknown
75437,periodic,independent,unknown
45080,periodic,independent,unknown
82823,periodic,independent,unknown
74207,periodic,independent,unknown
1949,intermittent,inconsistent,unknown
70303,periodic,independent,unknown
42268,periodic,inconsistent,unknown
72758,periodic,independent,unknown
46305,intermittent,inconsistent,unknown
79131,periodic,independent,unknown
25375,periodic,inconsistent,unknown
80361,periodic,independent,unknown
65808,intermittent,inconsistent,structured
81592,periodic,independent,unknown
64476,periodic,inconsistent,unknown
77902,periodic,independent,unknown
1037,intermittent,inconsistent,unknown
57170,periodic,inconsistent,unknown
60498,intermittent,independent,structured
65524,intermittent,single prefix,structured
50465,periodic,inconsistent,unknown
7795,periodic,inconsistent,unknown
58021,intermittent,single prefix,structured
25376,periodic,inconsistent,unknown
11779,periodic,inconsistent,unknown
14588,periodic,inconsistent,unknown
60454,periodic,single prefix,structured
59419,periodic,inconsistent,unknown
6765,periodic,inconsistent,unknown
67292,periodic,single prefix,structured
13746,intermittent,inconsistent,unknown
62616,periodic,inconsistent,unknown
91205,one-off,single prefix,structured
16519,periodic,inconsistent,unknown
4195,periodic,inconsistent,unknown
2963,intermittent,inconsistent,unknown
42994,intermittent,inconsistent,unknown
49768,periodic,independent,unknown
54962,periodic,inconsistent,unknown
35426,periodic,independent,unknown
17417,periodic,single prefix,structured
31438,intermittent,inconsistent,unknown
59050,intermittent,single prefix,structured
30507,periodic,inconsistent,unknown
41330,periodic,inconsistent,unknown
50466,periodic,inconsistent,unknown
24401,periodic,inconsistent,unknown
49496,intermittent,single prefix,structured
48411,periodic,inconsistent,unknown
12815,periodic,inconsistent,unknown
53813,periodic,independent,unknown
36281,periodic,independent,unknown
168,periodic,independent,unknown
44739,one-off,single prefix,structured
49769,periodic,independent,unknown
41331,periodic,inconsistent,unknown
14589,periodic,inconsistent,unknown
62617,periodic,inconsistent,unknown
46306,intermittent,inconsistent,unknown
59179,periodic,independent,structured
22630,periodic,inconsistent,unknown
16520,periodic,inconsistent,unknown
23563,one-off,single prefix,structured
2964,intermittent,inconsistent,unknown
24402,periodic,inconsistent,unknown
58081,intermittent,independent,structured
28174,intermittent,inconsistent,unknown
51450,periodic,inconsistent,unknown
59420,periodic,inconsistent,unknown
34401,periodic,inconsistent,unknown
7796,periodic,inconsistent,unknown
36666,periodic,inconsistent,unknown
55912,periodic,inconsistent,unknown
84603,intermittent,single prefix,structured
57171,periodic,inconsistent,unknown
25377,periodic,inconsistent,unknown
4196,periodic,inconsistent,unknown
15606,periodic,inconsistent,unknown
23862,intermittent,single prefix,structured
32569,periodic,independent,unknown
66188,periodic,inconsistent,unknown
17717,periodic,inconsistent,unknown
22631,periodic,inconsistent,unknown
8724,periodic,inconsistent,unknown
42269,periodic,inconsistent,unknown
60937,periodic,inconsistent,unknown
2965,intermittent,inconsistent,unknown
64147,one-off,single prefix,structured
30508,periodic,inconsistent,unknown
9584,periodic,inconsistent,unknown
62029,periodic,single prefix,structured
31439,intermittent,inconsistent,unknown
17718,periodic,inconsistent,unknown
57172,periodic,inconsistent,unknown
44748,intermittent,single prefix,structured
54963,periodic,inconsistent,unknown
52448,periodic,inconsistent,unknown
50467,periodic,inconsistent,unknown
14590,periodic,inconsistent,unknown
25378,periodic,inconsistent,unknown
42270,periodic,inconsistent,unknown
51451,periodic,inconsistent,unknown
60524,one-off,single prefix,structured
169,periodic,independent,unknown
35427,periodic,independent,unknown
22632,periodic,inconsistent,unknown
13747,intermittent,inconsistent,unknown
11780,periodic,inconsistent,unknown
5704,periodic,inconsistent,unknown
31440,intermittent,inconsistent,unknown
47421,periodic,inconsistent,unknown
20850,periodic,inconsistent,unknown
15607,periodic,inconsistent,unknown
60938,periodic,inconsistent,unknown
41332,periodic,inconsistent,unknown
8725,periodic,inconsistent,unknown
68434,periodic,single prefix,structured
71526,periodic,independent,unknown
19659,periodic,independent,unknown
30509,periodic,inconsistent,unknown
69071,periodic,independent,unknown
76671,periodic,independent,unknown
9585,periodic,inconsistent,unknown
75438,periodic,independent,unknown
45081,periodic,independent,unknown
49770,periodic,independent,unknown
82824,periodic,independent,unknown
1950,intermittent,inconsistent,unknown
52449,periodic,inconsistent,unknown
74208,periodic,independent,unknown
70304,periodic,independent,unknown
72759,periodic,independent,unknown
79132,periodic,independent,unknown
80362,periodic,independent,unknown
81593,periodic,independent,unknown
68585,intermittent,single prefix,structured
64477,periodic,inconsistent,unknown
77903,periodic,independent,unknown
14591,periodic,inconsistent,unknown
42271,periodic,inconsistent,unknown
48412,periodic,inconsistent,unknown
50468,periodic,inconsistent,unknown
91519,intermittent,independent,structured
11781,periodic,inconsistent,unknown
5705,periodic,inconsistent,unknown
8726,periodic,inconsistent,unknown
52450,periodic,inconsistent,unknown
26499,periodic,inconsistent,unknown
35428,periodic,independent,unknown
46307,intermittent,inconsistent,unknown
6766,periodic,inconsistent,unknown
48413,periodic,inconsistent,unknown
27989,periodic,single prefix,structured
54964,periodic,inconsistent,unknown
63580,one-off,single prefix,structured
55913,periodic,inconsistent,unknown
31441,intermittent,inconsistent,unknown
34402,periodic,inconsistent,unknown
51452,periodic,inconsistent,unknown
40575,intermittent,single prefix,structured
17719,periodic,inconsistent,unknown
13748,intermittent,inconsistent,structured
49390,periodic,inconsistent,unknown
24403,periodic,inconsistent,unknown
5706,periodic,inconsistent,unknown
62618,periodic,inconsistent,unknown
36667,periodic,inconsistent,unknown
35429,periodic,independent,unknown
28175,intermittent,inconsistent,unknown
36282,periodic,independent,unknown
8727,periodic,inconsistent,unknown
30510,periodic,inconsistent,unknown
34403,periodic,inconsistent,unknown
22633,periodic,inconsistent,unknown
16521,periodic,inconsistent,unknown
2966,intermittent,inconsistent,unknown
55914,periodic,inconsistent,unknown
57173,periodic,inconsistent,unknown
20851,periodic,inconsistent,unknown
28176,intermittent,inconsistent,unknown
17720,periodic,inconsistent,unknown
34404,periodic,inconsistent,unknown
1951,intermittent,inconsistent,unknown
53814,periodic,independent,unknown
12816,periodic,inconsistent,unknown
62357,periodic,single prefix,structured
41333,periodic,inconsistent,unknown
4197,periodic,inconsistent,unknown
47422,periodic,inconsistent,unknown
42272,periodic,inconsistent,unknown
5707,periodic,inconsistent,structured
17471,periodic,single prefix,structured
17721,periodic,inconsistent,unknown
39479,intermittent,single prefix,structured
46308,intermittent,inconsistent,unknown
62619,periodic,inconsistent,unknown
22634,periodic,inconsistent,unknown
54965,periodic,inconsistent,unknown
66189,periodic,inconsistent,unknown
86872,one-off,single prefix,structured
50469,periodic,inconsistent,unknown
29686,periodic,single prefix,structured
36668,periodic,inconsistent,unknown
71527,periodic,independent,unknown
19660,periodic,independent,unknown
69072,periodic,independent,unknown
76672,periodic,independent,unknown
5708,periodic,inconsistent,unknown
75439,periodic,independent,unknown
45082,periodic,independent,unknown
82825,periodic,independent,unknown
11782,periodic,inconsistent,unknown
74209,periodic,independent,unknown
12817,periodic,inconsistent,unknown
70305,periodic,independent,unknown
34405,periodic,inconsistent,unknown
72760,periodic,independent,unknown
79133,periodic,independent,unknown
80363,periodic,independent,unknown
81594,periodic,independent,unknown
9586,periodic,inconsistent,unknown
64478,periodic,inconsistent,unknown
53815,periodic,independent,unknown
77904,periodic,independent,unknown
48414,periodic,inconsistent,unknown
59421,periodic,inconsistent,unknown
10652,periodic,inconsistent,unknown
49771,periodic,independent,unknown
36669,periodic,inconsistent,unknown
49391,periodic,inconsistent,unknown
1952,intermittent,inconsistent,unknown
52451,periodic,inconsistent,unknown
2967,intermittent,inconsistent,unknown
71528,periodic,independent,unknown
19661,periodic,independent,unknown
69073,periodic,independent,unknown
76673,periodic,independent,unknown
75440,periodic,independent,unknown
45083,periodic,independent,unknown
82826,periodic,independent,unknown
74210,periodic,independent,unknown
70306,periodic,independent,unknown
72761,periodic,independent,unknown
79134,periodic,independent,unknown
1038,intermittent,inconsistent,unknown
80364,periodic,independent,unknown
14592,periodic,inconsistent,unknown
81595,periodic,independent,unknown
64479,periodic,inconsistent,unknown
77905,periodic,independent,unknown
18686,one-off,single prefix,structured
16522,periodic,inconsistent,unknown
57174,periodic,inconsistent,unknown
22635,periodic,inconsistent,unknown
17722,periodic,inconsistent,unknown
170,periodic,independent,unknown
33145,intermittent,single prefix,structured
13749,intermittent,inconsistent,unknown
27274,one-off,single prefix,structured
9587,periodic,inconsistent,unknown
60939,periodic,inconsistent,unknown
1039,intermittent,inconsistent,unknown
16523,periodic,inconsistent,unknown
66981,intermittent,single prefix,structured
48415,periodic,inconsistent,unknown
23948,intermittent,independent,structured
20852,periodic,inconsistent,unknown
25379,periodic,inconsistent,unknown
24404,periodic,inconsistent,unknown
55915,periodic,inconsistent,unknown
1953,intermittent,inconsistent,unknown
23558,one-off,single prefix,structured
36283,periodic,independent,unknown
4198,periodic,inconsistent,unknown
34406,periodic,inconsistent,unknown
51453,periodic,inconsistent,unknown
62620,periodic,inconsistent,unknown
36670,periodic,inconsistent,unknown
71529,periodic,independent,unknown
12818,periodic,inconsistent,unknown
19662,periodic,independent,unknown
69074,periodic,independent,unknown
76674,periodic,independent,unknown
75441,periodic,independent,unknown
45084,periodic,independent,unknown
29785,periodic,single prefix,structured
82827,periodic,independent,unknown
74211,periodic,independent,unknown
49772,periodic,independent,unknown
70307,periodic,independent,unknown
72762,periodic,independent,unknown
79135,periodic,independent,unknown
80365,periodic,independent,unknown
81596,periodic,independent,unknown
47423,periodic,inconsistent,unknown
64480,periodic,inconsistent,unknown
5709,periodic,inconsistent,unknown
77906,periodic,independent,unknown
14593,periodic,inconsistent,unknown
15608,periodic,inconsistent,unknown
33353,periodic,inconsistent,unknown
28177,intermittent,inconsistent,unknown
32570,periodic,independent,unknown
58032,one-off,single prefix,structured
36284,periodic,independent,unknown
50470,periodic,inconsistent,unknown
60940,periodic,inconsistent,unknown
71530,periodic,independent,unknown
19663,periodic,independent,unknown
49773,periodic,independent,unknown
69075,periodic,independent,unknown
66190,periodic,inconsistent,unknown
76675,periodic,independent,unknown
75442,periodic,independent,unknown
45085,periodic,independent,unknown
82828,periodic,independent,unknown
74212,periodic,independent,unknown
70308,periodic,independent,unknown
72763,periodic,independent,unknown
79136,periodic,independent,unknown
58594,one-off,single prefix,structured
80366,periodic,independent,unknown
2968,intermittent,inconsistent,unknown
81597,periodic,independent,unknown
64481,periodic,inconsistent,unknown
42273,periodic,inconsistent,unknown
63657,intermittent,single prefix,structured
77907,periodic,independent,unknown
17723,periodic,inconsistent,unknown
16524,periodic,inconsistent,unknown
36285,periodic,independent,unknown
31442,intermittent,inconsistent,unknown
64014,one-off,single prefix,structured
41334,periodic,inconsistent,unknown
84913,intermittent,single prefix,structured
22636,periodic,inconsistent,unknown
12819,periodic,inconsistent,unknown
20853,periodic,inconsistent,unknown
9588,periodic,inconsistent,unknown
13750,intermittent,inconsistent,unknown
60941,periodic,inconsistent,unknown
10653,periodic,inconsistent,unknown
49392,periodic,inconsistent,unknown
29729,intermittent,single prefix,structured
2969,intermittent,inconsistent,unknown
52452,periodic,inconsistent,unknown
7797,periodic,inconsistent,unknown
42995,intermittent,inconsistent,unknown
11783,periodic,inconsistent,unknown
32571,periodic,independent,unknown
17724,periodic,inconsistent,unknown
57175,periodic,inconsistent,unknown
24405,periodic,inconsistent,unknown
63624,periodic,single prefix,structured
14594,periodic,inconsistent,unknown
46309,intermittent,inconsistent,unknown
30511,periodic,inconsistent,unknown
4199,periodic,inconsistent,unknown
91631,one-off,single prefix,structured
36671,periodic,inconsistent,unknown
33354,periodic,inconsistent,unknown
53816,periodic,independent,unknown
23840,intermittent,single prefix,structured
51454,periodic,inconsistent,unknown
26500,periodic,inconsistent,unknown
30346,periodic,single prefix,structured
86987,periodic,single prefix,structured
8728,periodic,inconsistent,unknown
39070,intermittent,independent,unknown
38943,intermittent,independent,unknown
39244,periodic,independent,unknown
68343,intermittent,independent,unknown
91850,intermittent,single prefix,unknown
32979,periodic,independent,unknown
84422,intermittent,single prefix,unknown
56874,intermittent,single prefix,unknown
91823,intermittent,independent,unknown
85044,intermittent,single prefix,unknown
54571,intermittent,independent,unknown
39019,intermittent,single prefix,unknown
84879,intermittent,single prefix,unknown
56896,intermittent,single prefix,unknown
34407,periodic,inconsistent,unknown
87121,intermittent,independent,unknown
86893,periodic,single prefix,unknown
39197,intermittent,single prefix,unknown
61916,one-off,single prefix,unknown
87238,periodic,independent,unknown
68367,periodic,independent,unknown
87162,intermittent,independent,unknown
28064,one-off,single prefix,unknown
32806,intermittent,independent,unknown
44652,intermittent,single prefix,unknown
32869,intermittent,single prefix,unknown
56926,intermittent,single prefix,unknown
46310,intermittent,inconsistent,unknown
61893,one-off,single prefix,unknown
2970,intermittent,inconsistent,unknown
25380,periodic,inconsistent,unknown
54966,periodic,inconsistent,unknown
50471,periodic,inconsistent,unknown
1954,intermittent,inconsistent,unknown
4200,periodic,inconsistent,unknown
7798,periodic,inconsistent,unknown
49393,periodic,inconsistent,unknown
42996,intermittent,inconsistent,unknown
46311,intermittent,inconsistent,unknown
63792,one-off,single prefix,structured
30350,periodic,single prefix,structured
12820,periodic,inconsistent,unknown
60942,periodic,inconsistent,unknown
11784,periodic,inconsistent,unknown
1040,intermittent,inconsistent,unknown
13751,intermittent,inconsistent,unknown
33355,periodic,inconsistent,unknown
10654,periodic,inconsistent,unknown
52453,periodic,inconsistent,unknown
23715,periodic,single prefix,structured
62621,periodic,inconsistent,unknown
171,periodic,independent,unknown
71531,periodic,independent,unknown
19664,periodic,independent,unknown
42997,intermittent,inconsistent,unknown
69076,periodic,independent,unknown
76676,periodic,independent,unknown
24406,periodic,inconsistent,unknown
75443,periodic,independent,unknown
45086,periodic,independent,unknown
66191,periodic,inconsistent,unknown
82829,periodic,independent,unknown
68661,one-off,independent,structured
67421,periodic,independent,structured
28178,intermittent,inconsistent,unknown
74213,periodic,independent,unknown
39314,one-off,single prefix,structured
70309,periodic,independent,unknown
72764,periodic,independent,unknown
79137,periodic,independent,unknown
41087,periodic,independent,structured
80367,periodic,independent,unknown
91489,periodic,independent,structured
81598,periodic,independent,unknown
68344,intermittent,independent,structured
67556,periodic,single prefix,structured
64482,periodic,inconsistent,unknown
20854,periodic,inconsistent,unknown
40988,periodic,single prefix,structured
37763,periodic,single prefix,structured
77908,periodic,independent,unknown
32293,one-off,single prefix,structured
41150,periodic,independent,structured
48416,periodic,inconsistent,unknown
44618,intermittent,independent,structured
37599,periodic,single prefix,structured
67713,intermittent,single prefix,structured
32238,one-off,independent,structured
53443,periodic,independent,structured
84490,intermittent,independent,structured
37714,periodic,independent,structured
47279,periodic,independent,structured
40714,periodic,single prefix,structured
84970,periodic,single prefix,structured
39406,one-off,single prefix,structured
84443,periodic,independent,structured
47197,periodic,independent,structured
67566,periodic,single prefix,structured
87201,periodic,single prefix,structured
40686,intermittent,single prefix,structured
40652,periodic,single prefix,structured
54810,one-off,single prefix,structured
84673,intermittent,single prefix,structured
39245,periodic,independent,structured
53614,periodic,independent,structured
84202,intermittent,single prefix,structured
39093,periodic,independent,structured
4201,periodic,inconsistent,unknown
44669,periodic,single prefix,structured
61917,one-off,single prefix,structured
40830,intermittent,single prefix,structured
39517,one-off,single prefix,structured
71532,periodic,independent,unknown
19665,periodic,independent,unknown
8729,periodic,inconsistent,unknown
56773,periodic,independent,structured
41088,periodic,independent,structured
69077,periodic,independent,unknown
76677,periodic,independent,unknown
47238,periodic,independent,structured
23805,periodic,single prefix,structured
75444,periodic,independent,unknown
55916,periodic,inconsistent,unknown
45087,periodic,independent,unknown
82830,periodic,independent,unknown
39297,one-off,single prefix,structured
74214,periodic,independent,unknown
32572,periodic,independent,unknown
53547,intermittent,independent,structured
41032,intermittent,independent,structured
70310,periodic,independent,unknown
7799,periodic,inconsistent,unknown
60943,periodic,inconsistent,structured
72765,periodic,independent,unknown
15609,periodic,inconsistent,unknown
79138,periodic,independent,unknown
80368,periodic,independent,unknown
81599,periodic,independent,unknown
64483,periodic,inconsistent,unknown
77909,periodic,independent,unknown
38993,periodic,independent,structured
23781,periodic,single prefix,structured
6767,periodic,inconsistent,unknown
35430,periodic,independent,unknown
87255,periodic,independent,structured
28179,intermittent,inconsistent,unknown
10418,periodic,single prefix,structured
54967,periodic,inconsistent,unknown
44154,intermittent,single prefix,structured
30512,periodic,inconsistent,unknown
62622,periodic,inconsistent,unknown
44077,periodic,independent,structured
41051,periodic,single prefix,structured
34408,periodic,inconsistent,unknown
5710,periodic,inconsistent,unknown
68775,intermittent,independent,structured
22637,periodic,inconsistent,unknown
15610,periodic,inconsistent,unknown
65809,intermittent,inconsistent,structured
6768,periodic,inconsistent,unknown
1955,intermittent,inconsistent,unknown
28180,intermittent,inconsistent,unknown
60705,periodic,single prefix,structured
60718,intermittent,single prefix,structured
58724,periodic,single prefix,structured
86975,intermittent,single prefix,structured
5711,periodic,inconsistent,unknown
172,periodic,independent,unknown
51455,periodic,inconsistent,unknown
47424,periodic,inconsistent,unknown
32573,periodic,independent,unknown
14595,periodic,inconsistent,unknown
25381,periodic,inconsistent,structured
13752,intermittent,inconsistent,unknown
6769,periodic,inconsistent,unknown
59422,periodic,inconsistent,unknown
33060,intermittent,dependent,structured
44560,intermittent,independent,structured
9589,periodic,inconsistent,unknown
48417,periodic,inconsistent,unknown
22638,periodic,inconsistent,unknown
1956,intermittent,inconsistent,unknown
41335,periodic,inconsistent,unknown
33356,periodic,inconsistent,unknown
47425,periodic,inconsistent,unknown
25382,periodic,inconsistent,unknown
12821,periodic,inconsistent,unknown
71533,periodic,independent,unknown
19666,periodic,independent,unknown
69078,periodic,independent,unknown
23725,one-off,single prefix,structured
76678,periodic,independent,unknown
75445,periodic,independent,unknown
45088,periodic,independent,unknown
82831,periodic,independent,unknown
55917,periodic,inconsistent,unknown
74215,periodic,independent,unknown
70311,periodic,independent,unknown
72766,periodic,independent,unknown
79139,periodic,independent,unknown
46312,intermittent,inconsistent,unknown
80369,periodic,independent,unknown
81600,periodic,independent,unknown
36286,periodic,independent,unknown
31443,intermittent,inconsistent,unknown
64484,periodic,inconsistent,unknown
77910,periodic,independent,unknown
10655,periodic,inconsistent,unknown
33061,intermittent,dependent,structured
11785,periodic,inconsistent,unknown
9590,periodic,inconsistent,unknown
1041,intermittent,inconsistent,unknown
173,periodic,independent,unknown
16525,periodic,inconsistent,unknown
6770,periodic,inconsistent,unknown
54968,periodic,inconsistent,unknown
43883,periodic,single prefix,structured
17310,intermittent,single prefix,structured
59423,periodic,inconsistent,unknown
1957,intermittent,inconsistent,unknown
4202,periodic,inconsistent,unknown
55918,periodic,inconsistent,unknown
48418,periodic,inconsistent,unknown
36672,periodic,inconsistent,unknown
47426,periodic,inconsistent,unknown
71534,periodic,independent,unknown
19667,periodic,independent,unknown
64011,intermittent,single prefix,structured
69079,periodic,independent,unknown
76679,periodic,independent,unknown
7800,periodic,inconsistent,unknown
75446,periodic,independent,unknown
45089,periodic,independent,unknown
82832,periodic,independent,unknown
64122,intermittent,independent,structured
74216,periodic,independent,unknown
15611,periodic,inconsistent,unknown
70312,periodic,independent,unknown
59424,periodic,inconsistent,unknown
72767,periodic,independent,unknown
79140,periodic,independent,unknown
80370,periodic,independent,unknown
81601,periodic,independent,unknown
64485,periodic,inconsistent,unknown
77911,periodic,independent,unknown
62623,periodic,inconsistent,unknown
11786,periodic,inconsistent,unknown
49394,periodic,inconsistent,unknown
53817,periodic,independent,unknown
65810,intermittent,inconsistent,unknown
49774,periodic,independent,unknown
10656,periodic,inconsistent,unknown
16526,periodic,inconsistent,unknown
46313,intermittent,inconsistent,unknown
14596,periodic,inconsistent,unknown
42274,periodic,inconsistent,unknown
34409,periodic,inconsistent,unknown
91249,intermittent,independent,structured
1042,intermittent,inconsistent,unknown
35431,periodic,independent,structured
30513,periodic,inconsistent,unknown
36287,periodic,independent,unknown
25383,periodic,inconsistent,unknown
1958,intermittent,inconsistent,unknown
55919,periodic,inconsistent,unknown
20855,periodic,inconsistent,unknown
68565,periodic,single prefix,structured
58171,one-off,single prefix,structured
4030,periodic,single prefix,structured
62624,periodic,inconsistent,unknown
42275,periodic,inconsistent,unknown
46074,one-off,single prefix,structured
51456,periodic,inconsistent,unknown
17725,periodic,inconsistent,unknown
48419,periodic,inconsistent,unknown
31444,intermittent,inconsistent,unknown
36288,periodic,independent,unknown
21644,one-off,single prefix,structured
36673,periodic,inconsistent,unknown
42276,periodic,inconsistent,unknown
17726,periodic,inconsistent,unknown
2971,intermittent,inconsistent,unknown
64117,one-off,single prefix,structured
71535,periodic,independent,unknown
19668,periodic,independent,unknown
69080,periodic,independent,unknown
76680,periodic,independent,unknown
75447,periodic,independent,unknown
45090,periodic,independent,unknown
82833,periodic,independent,unknown
4203,periodic,inconsistent,unknown
74217,periodic,independent,unknown
70313,periodic,independent,unknown
72768,periodic,independent,unknown
79141,periodic,independent,unknown
80371,periodic,independent,unknown
81602,periodic,independent,unknown
64486,periodic,inconsistent,unknown
77912,periodic,independent,unknown
49395,periodic,inconsistent,unknown
48420,periodic,inconsistent,unknown
60662,intermittent,single prefix,structured
1043,intermittent,inconsistent,unknown
51457,periodic,inconsistent,unknown
52454,periodic,inconsistent,unknown
20856,periodic,inconsistent,unknown
22639,periodic,inconsistent,unknown
59425,periodic,inconsistent,unknown
36674,periodic,inconsistent,unknown
26501,periodic,inconsistent,unknown
40876,periodic,single prefix,structured
33357,periodic,inconsistent,unknown
42998,intermittent,inconsistent,unknown
46314,intermittent,inconsistent,unknown
36289,periodic,independent,unknown
62625,periodic,inconsistent,unknown
53818,periodic,independent,unknown
57176,periodic,inconsistent,unknown
23646,one-off,single prefix,structured
34410,periodic,inconsistent,unknown
28181,intermittent,inconsistent,unknown
91997,intermittent,independent,structured
14597,periodic,inconsistent,unknown
15612,periodic,inconsistent,unknown
59106,intermittent,single prefix,structured
10657,periodic,inconsistent,unknown
49396,periodic,inconsistent,unknown
36675,periodic,inconsistent,unknown
30514,periodic,inconsistent,unknown
1959,intermittent,inconsistent,unknown
16527,periodic,inconsistent,unknown
42277,periodic,inconsistent,unknown
41336,periodic,inconsistent,unknown
11787,periodic,inconsistent,unknown
24407,periodic,inconsistent,unknown
4204,periodic,inconsistent,unknown
60944,periodic,inconsistent,unknown
8730,periodic,inconsistent,unknown
20857,periodic,inconsistent,unknown
10395,intermittent,single prefix,structured
12822,periodic,inconsistent,unknown
25384,periodic,inconsistent,unknown
57177,periodic,inconsistent,unknown
14598,periodic,inconsistent,unknown
51458,periodic,inconsistent,unknown
41337,periodic,inconsistent,unknown
52455,periodic,inconsistent,unknown
48208,periodic,single prefix,structured
62626,periodic,inconsistent,unknown
54969,periodic,inconsistent,unknown
33358,periodic,inconsistent,unknown
6771,periodic,inconsistent,unknown
59426,periodic,inconsistent,unknown
12641,periodic,single prefix,structured
57178,periodic,inconsistent,unknown
9591,periodic,inconsistent,unknown
29460,periodic,dependent,structured
5712,periodic,inconsistent,unknown
8731,periodic,inconsistent,unknown
20858,periodic,inconsistent,unknown
27347,one-off,single prefix,structured
52456,periodic,inconsistent,unknown
7801,periodic,inconsistent,unknown
41338,periodic,inconsistent,unknown
18807,periodic,independent,structured
58061,periodic,single prefix,structured
12823,periodic,inconsistent,unknown
36676,periodic,inconsistent,unknown
55920,periodic,inconsistent,unknown
57179,periodic,inconsistent,unknown
14599,periodic,inconsistent,unknown
42999,intermittent,inconsistent,unknown
25385,periodic,inconsistent,unknown
35432,periodic,independent,unknown
47427,periodic,inconsistent,unknown
53819,periodic,independent,unknown
71536,periodic,independent,unknown
50472,periodic,inconsistent,unknown
19669,periodic,independent,unknown
19356,one-off,single prefix,structured
69081,periodic,independent,unknown
76681,periodic,independent,unknown
75448,periodic,independent,unknown
174,periodic,independent,unknown
45091,periodic,independent,unknown
82834,periodic,independent,unknown
18711,one-off,single prefix,structured
74218,periodic,independent,unknown
16528,periodic,inconsistent,unknown
70314,periodic,independent,unknown
66192,periodic,inconsistent,unknown
72769,periodic,independent,unknown
2972,intermittent,inconsistent,unknown
79142,periodic,independent,unknown
41339,periodic,inconsistent,unknown
80372,periodic,independent,unknown
81603,periodic,independent,unknown
64487,periodic,inconsistent,unknown
1044,intermittent,inconsistent,unknown
77913,periodic,independent,unknown
12824,periodic,inconsistent,unknown
30515,periodic,inconsistent,unknown
26502,periodic,inconsistent,unknown
10658,periodic,inconsistent,unknown
34411,periodic,inconsistent,unknown
67169,intermittent,single prefix,structured
46315,intermittent,inconsistent,unknown
50473,periodic,inconsistent,unknown
1960,intermittent,inconsistent,unknown
5713,periodic,inconsistent,unknown
57180,periodic,inconsistent,unknown
1045,intermittent,inconsistent,unknown
13753,intermittent,inconsistent,unknown
63891,one-off,single prefix,structured
24408,periodic,inconsistent,unknown
6772,periodic,inconsistent,unknown
46316,intermittent,inconsistent,unknown
53820,periodic,independent,unknown
17727,periodic,inconsistent,unknown
63812,intermittent,single prefix,structured
2973,intermittent,inconsistent,unknown
59427,periodic,inconsistent,unknown
30516,periodic,inconsistent,unknown
27509,one-off,single prefix,structured
8732,periodic,inconsistent,unknown
33359,periodic,inconsistent,unknown
50474,periodic,inconsistent,unknown
11788,periodic,inconsistent,unknown
49775,periodic,independent,unknown
36677,periodic,inconsistent,unknown
54970,periodic,inconsistent,unknown
32574,periodic,independent,unknown
43000,intermittent,inconsistent,unknown
63734,intermittent,single prefix,structured
55921,periodic,inconsistent,unknown
51459,periodic,inconsistent,unknown
31445,intermittent,inconsistent,unknown
66193,periodic,inconsistent,unknown
27430,one-off,single prefix,structured
36290,periodic,independent,unknown
63564,intermittent,single prefix,structured
40897,periodic,dependent,random
14600,periodic,inconsistent,unknown
1961,intermittent,inconsistent,unknown
79143,periodic,independent,unknown
81604,periodic,independent,unknown
74219,periodic,independent,unknown
80373,periodic,independent,unknown
76682,periodic,independent,unknown
75449,periodic,independent,unknown
