Session_ID_128,temporal_behavior,network_selection,address_selection
23006,periodic,inconsistent,unknown
4580,periodic,inconsistent,unknown
48759,periodic,inconsistent,unknown
9023,periodic,inconsistent,unknown
2324,intermittent,inconsistent,unknown
66496,periodic,inconsistent,unknown
27701,one-off,single prefix,structured
46677,intermittent,inconsistent,unknown
42510,periodic,inconsistent,unknown
21904,intermittent,inconsistent,unknown
50810,periodic,inconsistent,unknown
3914,periodic,single prefix,structured
54104,periodic,independent,unknown
48760,periodic,inconsistent,unknown
55295,periodic,inconsistent,unknown
41648,periodic,inconsistent,unknown
47733,periodic,inconsistent,unknown
35751,periodic,independent,unknown
43274,intermittent,inconsistent,unknown
34781,periodic,inconsistent,unknown
14963,periodic,inconsistent,unknown
50104,periodic,independent,unknown
57511,periodic,inconsistent,structured
39847,periodic,single prefix,structured
71948,periodic,independent,unknown
20081,periodic,independent,unknown
69493,periodic,independent,unknown
77092,periodic,independent,unknown
75860,periodic,independent,unknown
51805,periodic,inconsistent,unknown
45503,periodic,independent,unknown
83245,periodic,independent,unknown
63872,periodic,single prefix,structured
83787,intermittent,dependent,unknown
33129,one-off,single prefix,structured
74628,periodic,independent,unknown
70724,periodic,independent,unknown
73179,periodic,independent,unknown
9889,periodic,inconsistent,unknown
79552,periodic,independent,unknown
80782,periodic,independent,unknown
82013,periodic,independent,unknown
91582,intermittent,independent,structured
73723,intermittent,dependent,unknown
64884,periodic,inconsistent,unknown
2325,intermittent,inconsistent,unknown
78323,periodic,independent,unknown
26801,periodic,inconsistent,unknown
86229,periodic,independent,structured
83985,intermittent,single prefix,unknown
35752,periodic,independent,unknown
3848,periodic,single prefix,structured
7128,periodic,inconsistent,unknown
22381,periodic,single prefix,structured
34782,periodic,inconsistent,unknown
3987,periodic,single prefix,structured
18084,periodic,inconsistent,unknown
21905,intermittent,inconsistent,unknown
50105,periodic,independent,unknown
61282,periodic,inconsistent,unknown
31755,intermittent,inconsistent,unknown
470,periodic,independent,unknown
65450,periodic,single prefix,structured
3335,intermittent,inconsistent,unknown
84308,intermittent,single prefix,structured
30016,periodic,independent,unknown
59775,periodic,inconsistent,unknown
46678,intermittent,inconsistent,unknown
23007,periodic,inconsistent,unknown
66013,periodic,single prefix,structured
62325,one-off,single prefix,structured
14964,periodic,inconsistent,unknown
4581,periodic,inconsistent,unknown
66497,periodic,inconsistent,unknown
54105,periodic,independent,unknown
37029,periodic,inconsistent,unknown
18918,periodic,single prefix,unknown
12146,periodic,inconsistent,unknown
8104,periodic,inconsistent,unknown
41649,periodic,inconsistent,structured
62957,periodic,inconsistent,unknown
51806,periodic,inconsistent,unknown
40029,periodic,single prefix,structured
25703,periodic,inconsistent,unknown
62287,one-off,single prefix,structured
55296,periodic,inconsistent,unknown
28919,periodic,independent,structured
24737,periodic,inconsistent,unknown
50106,periodic,independent,unknown
1356,intermittent,inconsistent,unknown
50811,periodic,inconsistent,unknown
61283,periodic,inconsistent,unknown
48761,periodic,inconsistent,unknown
28420,intermittent,inconsistent,unknown
23008,periodic,inconsistent,unknown
4582,periodic,inconsistent,unknown
29597,periodic,dependent,structured
31756,intermittent,inconsistent,unknown
47734,periodic,inconsistent,unknown
52829,periodic,inconsistent,unknown
24131,periodic,single prefix,structured
25704,periodic,inconsistent,unknown
42511,periodic,inconsistent,unknown
24028,periodic,independent,structured
71949,periodic,independent,unknown
20082,periodic,independent,unknown
6053,periodic,inconsistent,unknown
69494,periodic,independent,unknown
77093,periodic,independent,unknown
75861,periodic,independent,unknown
4044,periodic,single prefix,structured
45504,periodic,independent,unknown
83246,periodic,independent,unknown
74629,periodic,independent,unknown
70725,periodic,independent,unknown
73180,periodic,independent,unknown
43275,intermittent,inconsistent,unknown
79553,periodic,independent,unknown
80783,periodic,independent,unknown
66498,periodic,inconsistent,unknown
82014,periodic,independent,unknown
64885,periodic,inconsistent,unknown
78324,periodic,independent,unknown
46679,intermittent,inconsistent,unknown
54730,one-off,single prefix,structured
92117,one-off,single prefix,structured
10457,periodic,single prefix,structured
41650,periodic,inconsistent,unknown
24738,periodic,inconsistent,unknown
42088,periodic,single prefix,structured
61284,periodic,inconsistent,unknown
35753,periodic,independent,unknown
3336,intermittent,inconsistent,unknown
62958,periodic,inconsistent,unknown
33705,periodic,inconsistent,unknown
48762,periodic,inconsistent,unknown
55297,periodic,inconsistent,unknown
24073,intermittent,independent,structured
24029,periodic,independent,structured
56249,periodic,inconsistent,unknown
25705,periodic,inconsistent,unknown
13144,periodic,inconsistent,unknown
8105,periodic,inconsistent,unknown
10993,periodic,inconsistent,unknown
86230,periodic,independent,structured
9890,periodic,inconsistent,unknown
20671,one-off,single prefix,structured
24739,periodic,inconsistent,unknown
24116,intermittent,independent,structured
37030,periodic,inconsistent,unknown
91276,periodic,independent,structured
28421,intermittent,inconsistent,unknown
1357,intermittent,inconsistent,unknown
12147,periodic,inconsistent,unknown
8106,periodic,inconsistent,unknown
24074,intermittent,independent,structured
24030,periodic,independent,structured
33706,periodic,inconsistent,unknown
25706,periodic,inconsistent,unknown
86231,periodic,independent,structured
3337,intermittent,inconsistent,unknown
24740,periodic,inconsistent,unknown
26802,periodic,inconsistent,unknown
67835,intermittent,single prefix,structured
18085,periodic,inconsistent,unknown
21201,periodic,inconsistent,unknown
30859,periodic,inconsistent,unknown
23009,periodic,inconsistent,unknown
40121,intermittent,inconsistent,unknown
28422,intermittent,inconsistent,unknown
2326,intermittent,inconsistent,unknown
62358,periodic,single prefix,structured
18919,periodic,single prefix,unknown
47735,periodic,inconsistent,unknown
21906,intermittent,inconsistent,unknown
14965,periodic,inconsistent,unknown
84891,intermittent,single prefix,structured
52830,periodic,inconsistent,unknown
91593,periodic,single prefix,structured
9410,one-off,single prefix,structured
9024,periodic,inconsistent,unknown
8107,periodic,inconsistent,unknown
59181,periodic,independent,structured
30017,periodic,independent,unknown
4583,periodic,inconsistent,unknown
50107,periodic,independent,unknown
65303,periodic,single prefix,structured
1358,intermittent,inconsistent,unknown
51807,periodic,inconsistent,unknown
34783,periodic,inconsistent,unknown
15900,periodic,inconsistent,unknown
59776,periodic,inconsistent,unknown
67877,periodic,single prefix,structured
7129,periodic,inconsistent,unknown
66499,periodic,inconsistent,unknown
10994,periodic,inconsistent,unknown
67846,periodic,single prefix,structured
40122,intermittent,inconsistent,unknown
56250,periodic,inconsistent,unknown
23998,periodic,single prefix,structured
50812,periodic,inconsistent,unknown
2327,intermittent,inconsistent,unknown
14025,intermittent,inconsistent,unknown
28423,intermittent,inconsistent,unknown
16842,periodic,inconsistent,unknown
32935,one-off,single prefix,unknown
34784,periodic,inconsistent,unknown
21202,periodic,inconsistent,structured
67910,one-off,single prefix,structured
42512,periodic,inconsistent,unknown
52831,periodic,inconsistent,unknown
51808,periodic,inconsistent,unknown
471,periodic,independent,unknown
39712,one-off,single prefix,structured
86232,periodic,independent,structured
43276,intermittent,inconsistent,unknown
56251,periodic,inconsistent,unknown
31757,intermittent,inconsistent,unknown
59777,periodic,inconsistent,unknown
18086,periodic,inconsistent,unknown
67471,periodic,single prefix,structured
28424,intermittent,inconsistent,unknown
27946,periodic,single prefix,structured
1359,intermittent,inconsistent,unknown
3338,intermittent,inconsistent,unknown
57512,periodic,inconsistent,unknown
15901,periodic,inconsistent,unknown
9025,periodic,inconsistent,unknown
48763,periodic,inconsistent,unknown
42880,periodic,single prefix,structured
23521,periodic,single prefix,structured
20674,one-off,single prefix,structured
30018,periodic,independent,unknown
62959,periodic,inconsistent,unknown
65212,intermittent,single prefix,structured
51809,periodic,inconsistent,unknown
30860,periodic,inconsistent,unknown
64109,one-off,single prefix,structured
27723,one-off,single prefix,structured
2328,intermittent,inconsistent,unknown
6054,periodic,inconsistent,unknown
43277,intermittent,inconsistent,unknown
21907,intermittent,inconsistent,unknown
25707,periodic,inconsistent,unknown
54106,periodic,independent,unknown
35754,periodic,independent,unknown
50108,periodic,independent,unknown
52832,periodic,inconsistent,unknown
61285,periodic,inconsistent,unknown
39896,one-off,single prefix,structured
92135,periodic,single prefix,structured
24741,periodic,inconsistent,unknown
59778,periodic,inconsistent,unknown
84864,one-off,single prefix,structured
10995,periodic,inconsistent,unknown
58937,intermittent,single prefix,structured
30019,periodic,independent,unknown
50813,periodic,inconsistent,unknown
17331,periodic,single prefix,structured
3810,one-off,single prefix,structured
39846,intermittent,single prefix,structured
13145,periodic,inconsistent,unknown
87063,periodic,single prefix,structured
48764,periodic,inconsistent,unknown
37031,periodic,inconsistent,unknown
7130,periodic,inconsistent,unknown
60542,periodic,single prefix,structured
24742,periodic,inconsistent,unknown
14966,periodic,inconsistent,unknown
472,periodic,independent,unknown
2329,intermittent,inconsistent,unknown
23619,one-off,single prefix,structured
4584,periodic,inconsistent,structured
1360,intermittent,inconsistent,unknown
33707,periodic,inconsistent,unknown
25708,periodic,inconsistent,unknown
71950,periodic,independent,unknown
20083,periodic,independent,unknown
28425,intermittent,inconsistent,unknown
69495,periodic,independent,unknown
77094,periodic,independent,unknown
63415,periodic,single prefix,structured
75862,periodic,independent,unknown
45505,periodic,independent,unknown
91840,periodic,single prefix,structured
83247,periodic,independent,unknown
10996,periodic,inconsistent,unknown
83788,intermittent,dependent,unknown
62960,periodic,inconsistent,unknown
74630,periodic,independent,unknown
29598,periodic,dependent,structured
86233,periodic,independent,structured
70726,periodic,independent,unknown
73181,periodic,independent,unknown
79554,periodic,independent,unknown
80784,periodic,independent,unknown
73724,intermittent,dependent,unknown
82015,periodic,independent,unknown
23010,periodic,inconsistent,unknown
64886,periodic,inconsistent,unknown
78325,periodic,independent,unknown
40014,periodic,single prefix,structured
6055,periodic,inconsistent,unknown
42513,periodic,inconsistent,unknown
48765,periodic,inconsistent,unknown
9026,periodic,inconsistent,unknown
91196,intermittent,single prefix,structured
57513,periodic,inconsistent,unknown
9891,periodic,inconsistent,unknown
52833,periodic,inconsistent,unknown
35755,periodic,independent,unknown
44055,periodic,single prefix,structured
71951,periodic,independent,unknown
20084,periodic,independent,unknown
40123,intermittent,inconsistent,unknown
15902,periodic,inconsistent,unknown
69496,periodic,independent,unknown
77095,periodic,independent,unknown
30861,periodic,inconsistent,unknown
14967,periodic,inconsistent,unknown
75863,periodic,independent,unknown
28426,intermittent,inconsistent,unknown
86234,periodic,independent,structured
45506,periodic,independent,unknown
58479,intermittent,single prefix,structured
83248,periodic,independent,unknown
18087,periodic,inconsistent,unknown
74631,periodic,independent,unknown
70727,periodic,independent,unknown
29829,intermittent,single prefix,structured
73182,periodic,independent,unknown
79555,periodic,independent,unknown
80785,periodic,independent,unknown
82016,periodic,independent,unknown
64887,periodic,inconsistent,unknown
78326,periodic,independent,unknown
68182,intermittent,single prefix,structured
65323,one-off,single prefix,structured
24743,periodic,inconsistent,unknown
30020,periodic,independent,unknown
16843,periodic,inconsistent,unknown
12148,periodic,inconsistent,unknown
23011,periodic,inconsistent,unknown
37032,periodic,inconsistent,structured
61286,periodic,inconsistent,unknown
54107,periodic,independent,unknown
49506,intermittent,single prefix,structured
48766,periodic,inconsistent,unknown
3339,intermittent,inconsistent,unknown
7131,periodic,inconsistent,unknown
63538,one-off,single prefix,structured
31758,intermittent,inconsistent,unknown
1361,intermittent,inconsistent,unknown
15903,periodic,inconsistent,unknown
91858,intermittent,single prefix,structured
2330,intermittent,inconsistent,unknown
86235,periodic,independent,structured
39844,one-off,single prefix,structured
58421,one-off,single prefix,structured
62961,periodic,inconsistent,unknown
9892,periodic,inconsistent,unknown
473,periodic,independent,unknown
12149,periodic,inconsistent,unknown
41651,periodic,inconsistent,unknown
56252,periodic,inconsistent,unknown
66500,periodic,inconsistent,unknown
50109,periodic,independent,unknown
18088,periodic,inconsistent,unknown
23012,periodic,inconsistent,unknown
35756,periodic,independent,unknown
71952,periodic,independent,unknown
30021,periodic,independent,unknown
20085,periodic,independent,unknown
24744,periodic,inconsistent,unknown
69497,periodic,independent,unknown
16844,periodic,inconsistent,unknown
77096,periodic,independent,unknown
75864,periodic,independent,unknown
58158,periodic,single prefix,structured
45507,periodic,independent,unknown
84722,intermittent,independent,structured
84717,intermittent,single prefix,structured
83249,periodic,independent,unknown
74632,periodic,independent,unknown
70728,periodic,independent,unknown
73183,periodic,independent,unknown
79556,periodic,independent,unknown
80786,periodic,independent,unknown
10997,periodic,inconsistent,unknown
82017,periodic,independent,unknown
28427,intermittent,inconsistent,unknown
64888,periodic,inconsistent,unknown
78327,periodic,independent,unknown
9893,periodic,inconsistent,unknown
86236,periodic,independent,structured
18920,periodic,single prefix,unknown
18089,periodic,inconsistent,unknown
46680,intermittent,inconsistent,unknown
7132,periodic,inconsistent,unknown
43278,intermittent,inconsistent,unknown
13146,periodic,inconsistent,unknown
32934,one-off,single prefix,unknown
30022,periodic,independent,unknown
41652,periodic,inconsistent,unknown
59779,periodic,inconsistent,unknown
58003,intermittent,single prefix,structured
30862,periodic,inconsistent,unknown
55298,periodic,inconsistent,unknown
21203,periodic,inconsistent,unknown
4585,periodic,inconsistent,unknown
67479,periodic,single prefix,structured
86237,periodic,independent,structured
58062,periodic,single prefix,structured
71953,periodic,independent,unknown
23647,one-off,single prefix,structured
20086,periodic,independent,unknown
1362,intermittent,inconsistent,unknown
69498,periodic,independent,unknown
77097,periodic,independent,unknown
18629,intermittent,single prefix,structured
14968,periodic,inconsistent,unknown
75865,periodic,independent,unknown
45508,periodic,independent,unknown
83250,periodic,independent,unknown
10998,periodic,inconsistent,unknown
74633,periodic,independent,unknown
70729,periodic,independent,unknown
73184,periodic,independent,unknown
79557,periodic,independent,unknown
80787,periodic,independent,unknown
82018,periodic,independent,unknown
64889,periodic,inconsistent,unknown
35757,periodic,independent,unknown
78328,periodic,independent,unknown
13147,periodic,inconsistent,unknown
16845,periodic,inconsistent,unknown
31759,intermittent,inconsistent,unknown
34785,periodic,inconsistent,structured
52834,periodic,inconsistent,unknown
62962,periodic,inconsistent,unknown
6056,periodic,inconsistent,unknown
9027,periodic,inconsistent,unknown
68731,periodic,single prefix,structured
46681,intermittent,inconsistent,unknown
25709,periodic,inconsistent,unknown
7133,periodic,inconsistent,unknown
2331,intermittent,inconsistent,unknown
43279,intermittent,inconsistent,unknown
86238,periodic,independent,structured
50814,periodic,inconsistent,unknown
67131,periodic,single prefix,structured
71954,periodic,independent,unknown
20087,periodic,independent,unknown
69499,periodic,independent,unknown
77098,periodic,independent,unknown
75866,periodic,independent,unknown
3340,intermittent,inconsistent,unknown
45509,periodic,independent,unknown
83251,periodic,independent,unknown
74634,periodic,independent,unknown
70730,periodic,independent,unknown
73185,periodic,independent,unknown
79558,periodic,independent,unknown
80788,periodic,independent,unknown
82019,periodic,independent,unknown
64890,periodic,inconsistent,unknown
1780,periodic,single prefix,structured
78329,periodic,independent,unknown
51810,periodic,inconsistent,unknown
46682,intermittent,inconsistent,unknown
16846,periodic,inconsistent,unknown
7134,periodic,inconsistent,unknown
23013,periodic,inconsistent,unknown
14026,intermittent,inconsistent,structured
21204,periodic,inconsistent,unknown
2332,intermittent,inconsistent,unknown
54108,periodic,independent,unknown
33031,intermittent,single prefix,structured
55299,periodic,inconsistent,unknown
50110,periodic,independent,unknown
56253,periodic,inconsistent,unknown
35758,periodic,independent,unknown
50815,periodic,inconsistent,unknown
11517,periodic,single prefix,structured
42514,periodic,inconsistent,unknown
13148,periodic,inconsistent,unknown
92043,one-off,single prefix,structured
25710,periodic,inconsistent,unknown
52835,periodic,inconsistent,unknown
71955,periodic,independent,unknown
46683,intermittent,inconsistent,unknown
20088,periodic,independent,unknown
69500,periodic,independent,unknown
9028,periodic,inconsistent,unknown
77099,periodic,independent,unknown
27225,one-off,single prefix,structured
75867,periodic,independent,unknown
45510,periodic,independent,unknown
83252,periodic,independent,unknown
74635,periodic,independent,unknown
70731,periodic,independent,unknown
30863,periodic,inconsistent,unknown
73186,periodic,independent,unknown
79559,periodic,independent,unknown
24745,periodic,inconsistent,unknown
63658,intermittent,single prefix,structured
80789,periodic,independent,unknown
62963,periodic,inconsistent,unknown
82020,periodic,independent,unknown
86239,periodic,independent,structured
64891,periodic,inconsistent,unknown
56254,periodic,inconsistent,unknown
78330,periodic,independent,unknown
49603,intermittent,single prefix,structured
4586,periodic,inconsistent,unknown
15904,periodic,inconsistent,unknown
50816,periodic,inconsistent,unknown
6057,periodic,inconsistent,unknown
37033,periodic,inconsistent,unknown
30023,periodic,independent,unknown
58518,periodic,single prefix,structured
65745,intermittent,single prefix,structured
65444,periodic,single prefix,structured
83789,intermittent,dependent,unknown
55300,periodic,inconsistent,unknown
51811,periodic,inconsistent,unknown
73725,intermittent,dependent,unknown
25711,periodic,inconsistent,unknown
14027,intermittent,inconsistent,unknown
12150,periodic,inconsistent,unknown
9029,periodic,inconsistent,unknown
34786,periodic,inconsistent,unknown
33708,periodic,inconsistent,unknown
61287,periodic,inconsistent,unknown
13149,periodic,inconsistent,unknown
86985,periodic,independent,structured
18090,periodic,inconsistent,unknown
57514,periodic,inconsistent,unknown
46684,intermittent,inconsistent,unknown
71956,periodic,independent,unknown
20089,periodic,independent,unknown
69501,periodic,independent,unknown
77100,periodic,independent,unknown
30864,periodic,inconsistent,unknown
75868,periodic,independent,unknown
45511,periodic,independent,unknown
83253,periodic,independent,unknown
74636,periodic,independent,unknown
62144,periodic,single prefix,structured
70732,periodic,independent,unknown
73187,periodic,independent,unknown
4587,periodic,inconsistent,unknown
79560,periodic,independent,unknown
80790,periodic,independent,unknown
82021,periodic,independent,unknown
8108,periodic,inconsistent,unknown
35242,intermittent,single prefix,structured
64892,periodic,inconsistent,unknown
78331,periodic,independent,unknown
41653,periodic,inconsistent,unknown
2333,intermittent,inconsistent,unknown
9030,periodic,inconsistent,unknown
50817,periodic,inconsistent,unknown
83986,intermittent,single prefix,unknown
25712,periodic,inconsistent,unknown
62964,periodic,inconsistent,unknown
83790,intermittent,dependent,unknown
21908,intermittent,inconsistent,unknown
28428,intermittent,inconsistent,unknown
73726,intermittent,dependent,unknown
40124,intermittent,inconsistent,unknown
3341,intermittent,inconsistent,structured
51262,intermittent,single prefix,structured
30024,periodic,independent,unknown
46120,periodic,single prefix,structured
54109,periodic,independent,unknown
14969,periodic,inconsistent,unknown
59780,periodic,inconsistent,unknown
24746,periodic,inconsistent,unknown
37034,periodic,inconsistent,unknown
29599,periodic,dependent,structured
86240,periodic,independent,structured
66501,periodic,inconsistent,unknown
68573,one-off,single prefix,structured
46685,intermittent,inconsistent,unknown
16847,periodic,inconsistent,structured
8109,periodic,inconsistent,unknown
51812,periodic,inconsistent,unknown
7135,periodic,inconsistent,unknown
474,periodic,independent,unknown
33709,periodic,inconsistent,unknown
9894,periodic,inconsistent,unknown
10999,periodic,inconsistent,unknown
18091,periodic,inconsistent,unknown
61288,periodic,inconsistent,unknown
6058,periodic,inconsistent,structured
9031,periodic,inconsistent,unknown
56255,periodic,inconsistent,unknown
34787,periodic,inconsistent,unknown
58012,periodic,single prefix,structured
50818,periodic,inconsistent,unknown
21909,intermittent,inconsistent,unknown
29859,intermittent,single prefix,structured
58264,periodic,single prefix,structured
55301,periodic,inconsistent,unknown
47736,periodic,inconsistent,unknown
71957,periodic,independent,unknown
20090,periodic,independent,unknown
69502,periodic,independent,unknown
77101,periodic,independent,unknown
25713,periodic,inconsistent,unknown
75869,periodic,independent,unknown
45512,periodic,independent,unknown
30025,periodic,independent,unknown
83254,periodic,independent,unknown
16848,periodic,inconsistent,unknown
74637,periodic,independent,unknown
70733,periodic,independent,unknown
73188,periodic,independent,unknown
79561,periodic,independent,unknown
31760,intermittent,inconsistent,unknown
15905,periodic,inconsistent,unknown
80791,periodic,independent,unknown
82022,periodic,independent,unknown
64893,periodic,inconsistent,unknown
65327,periodic,single prefix,structured
42515,periodic,inconsistent,unknown
14970,periodic,inconsistent,unknown
78332,periodic,independent,unknown
46686,intermittent,inconsistent,unknown
91507,periodic,single prefix,structured
48767,periodic,inconsistent,unknown
34788,periodic,inconsistent,unknown
86241,periodic,independent,structured
57515,periodic,inconsistent,unknown
33158,one-off,single prefix,structured
12151,periodic,inconsistent,unknown
28429,intermittent,inconsistent,unknown
63739,periodic,single prefix,structured
59024,periodic,single prefix,structured
51813,periodic,inconsistent,unknown
6059,periodic,inconsistent,unknown
3342,intermittent,inconsistent,unknown
62965,periodic,inconsistent,unknown
50111,periodic,independent,unknown
50819,periodic,inconsistent,unknown
8110,periodic,inconsistent,unknown
84580,periodic,single prefix,structured
13150,periodic,inconsistent,unknown
25714,periodic,inconsistent,unknown
7136,periodic,inconsistent,unknown
55302,periodic,inconsistent,unknown
47737,periodic,inconsistent,unknown
60653,intermittent,single prefix,structured
30026,periodic,independent,unknown
31761,intermittent,inconsistent,unknown
12152,periodic,inconsistent,unknown
59003,periodic,single prefix,structured
23014,periodic,inconsistent,unknown
18921,periodic,single prefix,unknown
6060,periodic,inconsistent,unknown
4588,periodic,inconsistent,unknown
11000,periodic,inconsistent,unknown
21205,periodic,inconsistent,unknown
40125,intermittent,inconsistent,unknown
21910,intermittent,inconsistent,unknown
26803,periodic,inconsistent,unknown
3343,intermittent,inconsistent,unknown
32933,one-off,single prefix,random
58918,periodic,independent,structured
47738,periodic,inconsistent,unknown
14971,periodic,inconsistent,unknown
86242,periodic,independent,structured
15906,periodic,inconsistent,unknown
12153,periodic,inconsistent,unknown
43987,periodic,inconsistent,structured
60590,periodic,single prefix,structured
475,periodic,independent,unknown
2334,intermittent,inconsistent,unknown
43280,intermittent,inconsistent,unknown
67839,periodic,single prefix,structured
62295,periodic,single prefix,structured
4589,periodic,inconsistent,unknown
33710,periodic,inconsistent,unknown
52836,periodic,inconsistent,unknown
51814,periodic,inconsistent,unknown
56256,periodic,inconsistent,unknown
6061,periodic,inconsistent,unknown
7137,periodic,inconsistent,unknown
32931,periodic,single prefix,unknown
62966,periodic,inconsistent,unknown
28430,intermittent,inconsistent,unknown
66502,periodic,inconsistent,unknown
44773,periodic,single prefix,structured
9895,periodic,inconsistent,unknown
33073,intermittent,dependent,structured
8111,periodic,inconsistent,unknown
50112,periodic,independent,unknown
42516,periodic,inconsistent,unknown
65589,periodic,single prefix,structured
71958,periodic,independent,unknown
20091,periodic,independent,unknown
69503,periodic,independent,unknown
77102,periodic,independent,unknown
18092,periodic,inconsistent,unknown
75870,periodic,independent,unknown
45513,periodic,independent,unknown
55303,periodic,inconsistent,unknown
83255,periodic,independent,unknown
37035,periodic,inconsistent,unknown
23015,periodic,inconsistent,unknown
57516,periodic,inconsistent,unknown
74638,periodic,independent,unknown
58233,periodic,single prefix,structured
70734,periodic,independent,unknown
73189,periodic,independent,unknown
79562,periodic,independent,unknown
80792,periodic,independent,unknown
30865,periodic,inconsistent,unknown
24747,periodic,inconsistent,unknown
22418,intermittent,single prefix,structured
39982,periodic,single prefix,structured
82023,periodic,independent,unknown
64894,periodic,inconsistent,unknown
78333,periodic,independent,unknown
59781,periodic,inconsistent,unknown
7138,periodic,inconsistent,unknown
4590,periodic,inconsistent,unknown
26804,periodic,inconsistent,unknown
28431,intermittent,inconsistent,unknown
68562,periodic,independent,structured
48768,periodic,inconsistent,unknown
23016,periodic,inconsistent,unknown
9032,periodic,inconsistent,unknown
58362,periodic,single prefix,structured
47739,periodic,inconsistent,unknown
21911,intermittent,inconsistent,unknown
67313,intermittent,single prefix,structured
33074,intermittent,dependent,structured
35759,periodic,independent,unknown
50820,periodic,inconsistent,unknown
21206,periodic,inconsistent,unknown
15907,periodic,inconsistent,unknown
51815,periodic,inconsistent,unknown
65629,one-off,single prefix,structured
57517,periodic,inconsistent,unknown
62967,periodic,inconsistent,unknown
14972,periodic,inconsistent,unknown
58919,periodic,independent,random
25715,periodic,inconsistent,unknown
86243,periodic,independent,structured
37036,periodic,inconsistent,unknown
31762,intermittent,inconsistent,unknown
62383,intermittent,single prefix,structured
476,periodic,independent,unknown
13151,periodic,inconsistent,unknown
35222,periodic,single prefix,structured
41654,periodic,inconsistent,structured
65269,one-off,single prefix,structured
46687,intermittent,inconsistent,unknown
4591,periodic,inconsistent,unknown
24748,periodic,inconsistent,unknown
47740,periodic,inconsistent,unknown
42081,periodic,single prefix,structured
40600,intermittent,single prefix,structured
30866,periodic,inconsistent,unknown
59782,periodic,inconsistent,unknown
15908,periodic,inconsistent,unknown
62298,periodic,single prefix,structured
10453,periodic,single prefix,structured
28432,intermittent,inconsistent,unknown
12154,periodic,inconsistent,unknown
52837,periodic,inconsistent,unknown
63434,periodic,single prefix,structured
49223,periodic,independent,structured
54110,periodic,independent,unknown
16849,periodic,inconsistent,unknown
6062,periodic,inconsistent,unknown
31763,intermittent,inconsistent,unknown
18093,periodic,inconsistent,unknown
37037,periodic,inconsistent,unknown
62282,one-off,single prefix,structured
56257,periodic,inconsistent,unknown
51816,periodic,inconsistent,unknown
62009,one-off,single prefix,structured
30867,periodic,inconsistent,unknown
86244,periodic,independent,structured
67059,periodic,independent,structured
14028,intermittent,inconsistent,unknown
21912,intermittent,inconsistent,unknown
21207,periodic,inconsistent,unknown
66503,periodic,inconsistent,unknown
59783,periodic,inconsistent,unknown
24749,periodic,inconsistent,unknown
6063,periodic,inconsistent,unknown
7139,periodic,inconsistent,unknown
55304,periodic,inconsistent,unknown
9896,periodic,inconsistent,unknown
64066,intermittent,single prefix,structured
11001,periodic,inconsistent,unknown
16850,periodic,inconsistent,unknown
86245,periodic,independent,structured
37485,intermittent,single prefix,structured
50113,periodic,independent,unknown
21208,periodic,inconsistent,unknown
1363,intermittent,inconsistent,unknown
62968,periodic,inconsistent,unknown
25716,periodic,inconsistent,unknown
54111,periodic,independent,unknown
14973,periodic,inconsistent,unknown
92096,periodic,single prefix,structured
58175,periodic,single prefix,structured
29600,periodic,dependent,structured
21913,intermittent,inconsistent,unknown
51817,periodic,inconsistent,unknown
8112,periodic,inconsistent,unknown
48769,periodic,inconsistent,unknown
2335,intermittent,inconsistent,unknown
58920,periodic,independent,random
37038,periodic,inconsistent,unknown
14029,intermittent,inconsistent,structured
56645,intermittent,single prefix,structured
4592,periodic,inconsistent,unknown
42517,periodic,inconsistent,unknown
61289,periodic,inconsistent,structured
28433,intermittent,inconsistent,unknown
57518,periodic,inconsistent,unknown
23017,periodic,inconsistent,unknown
18094,periodic,inconsistent,unknown
477,periodic,independent,unknown
54724,one-off,single prefix,structured
34789,periodic,inconsistent,unknown
59784,periodic,inconsistent,unknown
71959,periodic,independent,unknown
20092,periodic,independent,unknown
69504,periodic,independent,unknown
77103,periodic,independent,unknown
86246,periodic,independent,structured
31764,intermittent,inconsistent,unknown
33711,periodic,inconsistent,unknown
75871,periodic,independent,unknown
62304,intermittent,independent,structured
24750,periodic,inconsistent,unknown
45514,periodic,independent,unknown
83256,periodic,independent,unknown
28885,intermittent,single prefix,structured
33152,one-off,single prefix,structured
74639,periodic,independent,unknown
43281,intermittent,inconsistent,unknown
70735,periodic,independent,unknown
73190,periodic,independent,unknown
79563,periodic,independent,unknown
80793,periodic,independent,unknown
56258,periodic,inconsistent,unknown
82024,periodic,independent,unknown
64895,periodic,inconsistent,unknown
47741,periodic,inconsistent,unknown
78334,periodic,independent,unknown
50821,periodic,inconsistent,unknown
37039,periodic,inconsistent,unknown
42518,periodic,inconsistent,unknown
50114,periodic,independent,unknown
21209,periodic,inconsistent,unknown
478,periodic,independent,unknown
43988,periodic,inconsistent,structured
8113,periodic,inconsistent,unknown
52838,periodic,inconsistent,unknown
16851,periodic,inconsistent,unknown
32932,periodic,single prefix,unknown
91277,periodic,independent,structured
30327,periodic,single prefix,structured
19300,periodic,dependent,structured
26805,periodic,inconsistent,unknown
63652,intermittent,single prefix,structured
67363,one-off,single prefix,structured
7140,periodic,inconsistent,unknown
56259,periodic,inconsistent,unknown
21914,intermittent,inconsistent,unknown
54112,periodic,independent,unknown
55305,periodic,inconsistent,unknown
